IP,SLOT,PORT,VLAN,ID_PORT
172.28.114.201,6,12,"2805, 564",12090059-75276860
172.28.114.201,6,13,"2805, 564",12090059-75276861
172.28.114.201,6,14,"2805, 564",12090059-75276862
172.28.114.201,6,15,"2805, 564",12090059-75276863
172.28.114.201,7,0,"2805, 564",46802804-257778156
172.28.114.201,7,1,"2805, 564",46802804-257737259
172.28.114.201,7,2,"2805, 564",46802804-257778157
172.28.114.201,7,3,"2805, 564",46802804-257737260
172.28.114.201,7,4,"2805, 564",46802804-257778158
172.28.114.201,7,5,"2805, 564",46802804-257737261
172.28.114.201,7,6,"2805, 564",46802804-257778159
172.28.114.201,7,7,"2805, 564",46802804-257737262
172.28.114.201,7,8,"2805, 564",46802804-257778160
172.28.114.201,7,9,"2805, 564",46802804-257737263
172.28.114.201,7,10,"2805, 564",46802804-257778161
172.28.114.201,7,11,"2805, 564",46802804-257737264
172.28.114.201,7,12,"2805, 564",46802804-257778162
172.28.114.201,7,13,"2805, 564",46802804-257737265
172.28.114.201,7,14,"2805, 564",46802804-257778163
172.28.114.201,7,15,"2805, 564",46802804-257737266
172.28.114.201,8,0,"2805, 564",46727812-257737251
172.28.114.201,8,1,"2805, 564",46727812-257778148
172.28.114.201,8,2,"2805, 564",46727812-257737252
172.28.114.201,8,3,"2805, 564",46727812-257778149
172.28.114.201,8,4,"2805, 564",46727812-257737253
172.28.114.201,8,5,"2805, 564",46727812-257778150
172.28.114.201,8,6,"2805, 564",46727812-257737254
172.28.114.201,8,7,"2805, 564",46727812-257778151
172.28.114.201,8,8,"2805, 564",46727812-257737255
172.28.114.201,8,9,"2805, 564",46727812-257778152
172.28.114.201,8,10,"2805, 564",46727812-257737256
172.28.114.201,8,11,"2805, 564",46727812-257778153
172.28.114.201,8,12,"2805, 564",46727812-257737257
172.28.114.201,8,13,"2805, 564",46727812-257778154
172.28.114.201,8,14,"2805, 564",46727812-257737258
172.28.114.201,8,15,"2805, 564",46727812-257778155
172.28.114.201,11,0,"2805, 564",48977829-259918135
172.28.114.201,11,1,"2805, 564",48977829-259918136
172.28.114.201,11,2,"2805, 564",48977829-259918137
172.28.114.201,11,3,"2805, 564",48977829-259918138
172.28.114.201,11,4,"2805, 564",48977829-259918139
172.28.114.201,11,5,"2805, 564",48977829-259918140
172.28.114.201,11,6,"2805, 564",48977829-259918141
172.28.114.201,11,7,"2805, 564",48977829-259918142
172.28.114.201,11,8,"2805, 564",48977829-259918143
172.28.114.201,11,9,"2805, 564",48977829-259918144
172.28.114.201,11,10,"2805, 564",48977829-259918145
172.28.114.201,11,11,"2805, 564",48977829-259918146
172.28.114.201,11,12,"2805, 564",48977829-259918147
172.28.114.201,11,13,"2805, 564",48977829-259918148
172.28.114.201,11,14,"2805, 564",48977829-259918149
172.28.114.201,11,15,"2805, 564",48977829-259918150
172.28.114.201,12,0,"2805, 564",52202888-264411711
172.28.114.201,12,1,"2805, 564",52202888-264411712
172.28.114.201,12,2,"2805, 564",52202888-264411713
172.28.114.201,12,3,"2805, 564",52202888-264411714
172.28.114.201,12,4,"2805, 564",52202888-264411715
172.28.114.201,12,5,"2805, 564",52202888-264411716
172.28.114.201,12,6,"2805, 564",52202888-264411717
172.28.114.201,12,7,"2805, 564",52202888-264411718
172.28.114.201,12,8,"2805, 564",52202888-264411719
172.28.114.201,12,9,"2805, 564",52202888-264411720
172.28.114.201,12,10,"2805, 564",52202888-264411721
172.28.114.201,12,11,"2805, 564",52202888-264411722
172.28.114.201,12,12,"2805, 564",52202888-264411723
172.28.114.201,12,13,"2805, 564",52202888-264411724
172.28.114.201,12,14,"2805, 564",52202888-264411725
172.28.114.201,12,15,"2805, 564",52202888-264411726
172.28.114.201,13,0,"2805, 564",63977835-272155289
172.28.114.201,13,1,"2805, 564",63977835-272155290
172.28.114.201,13,2,"2805, 564",63977835-272155291
172.28.114.201,13,3,"2805, 564",63977835-272155292
172.28.114.201,13,4,"2805, 564",63977835-272155293
172.28.114.201,13,5,"2805, 564",63977835-272155294
172.28.114.201,13,6,"2805, 564",63977835-272155295
172.28.114.201,13,7,"2805, 564",63977835-272155296
172.28.114.201,13,8,"2805, 564",63977835-272155297
172.28.114.201,13,9,"2805, 564",63977835-272155298
172.28.114.201,13,10,"2805, 564",63977835-272155299
172.28.114.201,13,11,"2805, 564",63977835-272155300
172.28.114.201,13,12,"2805, 564",63977835-272155301
172.28.114.201,13,13,"2805, 564",63977835-272155302
172.28.114.201,13,14,"2805, 564",63977835-272155303
172.28.114.201,13,15,"2805, 564",63977835-272155304
172.28.114.201,17,0,"2805, 564",484428347-1937494750
172.28.114.201,17,1,"2805, 564",484428347-1937355642
172.28.114.201,17,2,"2805, 564",484428347-1937355643
172.28.114.201,17,3,"2805, 564",484428347-1937494751
172.28.114.201,17,4,"2805, 564",484428347-1937494745
172.28.114.201,17,5,"2805, 564",484428347-1937355553
172.28.114.201,17,6,"2805, 564",484428347-1937494744
172.28.114.201,17,7,"2805, 564",484428347-1937494746
172.28.114.201,17,8,"2805, 564",484428347-1937355554
172.28.114.201,17,9,"2805, 564",484428347-1937355556
172.28.114.201,17,10,"2805, 564",484428347-1937355555
172.28.114.201,17,11,"2805, 564",484428347-1937494747
172.28.114.201,17,12,"2805, 564",484428347-1937494749
172.28.114.201,17,13,"2805, 564",484428347-1937355623
172.28.114.201,17,14,"2805, 564",484428347-1937355552
172.28.114.201,17,15,"2805, 564",484428347-1937494743
172.28.114.202,1,0,"2806, 592",12089903-75274730
172.28.114.202,1,1,"2806, 592",12089903-75274731
172.28.114.202,1,2,"2806, 592",12089903-75274732
172.28.114.202,1,3,"2806, 592",12089903-75274733
172.28.114.202,1,4,"2806, 592",12089903-75274734
172.28.114.202,1,5,"2806, 592",12089903-75274735
172.28.114.202,1,6,"2806, 592",12089903-75274736
172.28.114.202,1,7,"2806, 592",12089903-75274737
172.28.114.202,1,8,"2806, 592",12089903-75274738
172.28.114.202,1,9,"2806, 592",12089903-75274739
172.28.114.202,1,10,"2806, 592",12089903-75274740
172.28.114.202,1,11,"2806, 592",12089903-75274741
172.28.114.202,1,12,"2806, 592",12089903-75274742
172.28.114.202,1,13,"2806, 592",12089903-75274743
172.28.114.202,1,14,"2806, 592",12089903-75274744
172.28.114.202,1,15,"2806, 592",12089903-75274745
172.28.114.202,6,0,"2806, 592",629778394-2160311218
172.28.114.202,6,1,"2806, 592",629778394-2160049448
172.28.114.202,6,2,"2806, 592",629778394-2160311219
172.28.114.202,6,3,"2806, 592",629778394-2160049449
172.28.114.202,6,4,"2806, 592",629778394-2160311220
172.28.114.202,6,5,"2806, 592",629778394-2160049450
172.28.114.202,6,6,"2806, 592",629778394-2160311221
172.28.114.202,6,7,"2806, 592",629778394-2160049451
172.28.114.202,6,8,"2806, 592",629778394-2160311222
172.28.114.202,6,9,"2806, 592",629778394-2160311223
172.28.114.202,6,10,"2806, 592",629778394-2160049452
172.28.114.202,6,11,"2806, 592",629778394-2160311224
172.28.114.202,6,12,"2806, 592",629778394-2160049453
172.28.114.202,6,13,"2806, 592",629778394-2160311225
172.28.114.202,6,14,"2806, 592",629778394-2160049454
172.28.114.202,6,15,"2806, 592",629778394-2160311226
172.28.114.21,1,1,"3604, 514",12105608-76005673
172.28.114.21,1,2,"3604, 514",12105608-76005674
172.28.114.21,1,3,"3604, 514",12105608-76005675
172.28.114.21,1,4,"3604, 514",12105608-76005676
172.28.114.21,3,1,"3604, 514",12105610-76005678
172.28.114.21,3,2,"3604, 514",12105610-76005679
172.28.114.21,3,3,"3604, 514",12105610-76005680
172.28.114.21,3,4,"3604, 514",12105610-76005681
172.28.114.21,4,1,"3604, 514",12105611-76005682
172.28.114.21,4,2,"3604, 514",12105611-76005683
172.28.114.21,4,3,"3604, 514",12105611-76005684
172.28.114.21,4,4,"3604, 514",12105611-76005685
172.28.114.21,5,1,"3604, 514",12105612-76005686
172.28.114.21,5,2,"3604, 514",12105612-76005687
172.28.114.21,5,3,"3604, 514",12105612-76005688
172.28.114.21,5,4,"3604, 514",12105612-76005689
172.28.114.21,6,1,"3604, 514",12105613-76005690
172.28.114.21,6,2,"3604, 514",12105613-76005691
172.28.114.21,6,3,"3604, 514",12105613-76005692
172.28.114.21,6,4,"3604, 514",12105613-76005693
172.24.206.134,2,1,"3159,148-161",12105583-76005520
172.24.206.134,2,2,"3159,148-161",12105583-76005521
172.24.206.134,2,3,"3159,148-161",12105583-76005522
172.24.206.134,2,4,"3159,148-161",12105583-76005523
172.24.206.134,2,5,"3159,148-161",12105583-76005524
172.24.206.134,2,6,"3159,148-161",12105583-76005525
172.24.206.134,2,7,"3159,148-161",12105583-76005526
172.24.206.134,2,8,"3159,148-161",12105583-76005527
172.24.206.134,3,1,"3159,148-161",12105586-76005528
172.24.206.134,3,2,"3159,148-161",12105586-76005529
172.24.206.134,3,3,"3159,148-161",12105586-76005530
172.24.206.134,3,4,"3159,148-161",12105586-76005531
172.24.206.134,3,5,"3159,148-161",12105586-76005532
172.24.206.134,3,6,"3159,148-161",12105586-76005533
172.24.206.134,3,7,"3159,148-161",12105586-76005534
172.24.206.134,3,8,"3159,148-161",12105586-76005535
172.24.206.134,4,1,"3159,148-161",12105588-76005540
172.24.206.134,4,2,"3159,148-161",12105588-76005541
172.24.206.134,4,3,"3159,148-161",12105588-76005542
172.24.206.134,4,4,"3159,148-161",12105588-76005543
172.24.206.134,4,5,"3159,148-161",12105588-76005544
172.24.206.134,4,6,"3159,148-161",12105588-76005545
172.24.206.134,4,7,"3159,148-161",12105588-76005546
172.24.206.134,4,8,"3159,148-161",12105588-76005547
172.24.206.134,5,1,"3159,148-161",12105590-76005552
172.24.206.134,5,2,"3159,148-161",12105590-76005553
172.24.206.134,5,3,"3159,148-161",12105590-76005554
172.24.206.134,5,4,"3159,148-161",12105590-76005555
172.24.206.134,5,5,"3159,148-161",12105590-76005556
172.24.206.134,5,6,"3159,148-161",12105590-76005557
172.24.206.134,5,7,"3159,148-161",12105590-76005558
172.24.206.134,5,8,"3159,148-161",12105590-76005559
172.24.206.134,6,1,"3159,148-161",12105592-76005561
172.24.206.134,6,2,"3159,148-161",12105592-76005562
172.24.206.134,6,3,"3159,148-161",12105592-76005563
172.24.206.134,6,4,"3159,148-161",12105592-76005564
172.24.206.134,6,5,"3159,148-161",12105592-76005565
172.24.206.134,6,6,"3159,148-161",12105592-76005566
172.24.206.134,6,7,"3159,148-161",12105592-76005567
172.24.206.134,6,8,"3159,148-161",12105592-76005568
172.24.206.134,7,1,"3159,148-161",12105593-76005569
172.24.206.134,7,2,"3159,148-161",12105593-76005570
172.24.206.134,7,3,"3159,148-161",12105593-76005571
172.24.206.134,7,4,"3159,148-161",12105593-76005572
172.24.206.134,7,5,"3159,148-161",12105593-76005573
172.24.206.134,7,6,"3159,148-161",12105593-76005574
172.24.206.134,7,7,"3159,148-161",12105593-76005575
172.24.206.134,7,8,"3159,148-161",12105593-76005576
172.24.206.134,8,1,"3159,148-161",12105594-76005577
172.24.206.134,8,2,"3159,148-161",12105594-76005578
172.24.206.134,8,3,"3159,148-161",12105594-76005579
172.24.206.134,8,4,"3159,148-161",12105594-76005580
172.24.206.134,8,5,"3159,148-161",12105594-76005581
172.24.206.134,8,6,"3159,148-161",12105594-76005582
172.24.206.134,8,7,"3159,148-161",12105594-76005583
172.24.206.134,8,8,"3159,148-161",12105594-76005584
172.24.206.134,9,1,"3159,148-161",12105595-76005585
172.24.206.134,9,2,"3159,148-161",12105595-76005586
172.24.206.134,9,3,"3159,148-161",12105595-76005587
172.24.206.134,9,4,"3159,148-161",12105595-76005588
172.24.206.134,9,5,"3159,148-161",12105595-76005589
172.24.206.134,9,6,"3159,148-161",12105595-76005590
172.24.206.134,9,7,"3159,148-161",12105595-76005591
172.24.206.134,9,8,"3159,148-161",12105595-76005592
172.24.206.134,12,1,"3159,148-161",12105598-76005593
172.24.206.134,12,2,"3159,148-161",12105598-76005594
172.24.206.134,12,3,"3159,148-161",12105598-76005595
172.24.206.134,12,4,"3159,148-161",12105598-76005596
172.24.206.134,12,5,"3159,148-161",12105598-76005597
172.24.206.134,12,6,"3159,148-161",12105598-76005598
172.24.206.134,12,7,"3159,148-161",12105598-76005599
172.24.206.134,12,8,"3159,148-161",12105598-76005600
172.24.206.134,13,1,"3159,148-161",12105599-76005601
172.24.206.134,13,2,"3159,148-161",12105599-76005602
172.24.206.134,13,3,"3159,148-161",12105599-76005603
172.24.206.134,13,4,"3159,148-161",12105599-76005604
172.24.206.134,13,5,"3159,148-161",12105599-76005605
172.24.206.134,13,6,"3159,148-161",12105599-76005606
172.24.206.134,13,7,"3159,148-161",12105599-76005607
172.24.206.134,13,8,"3159,148-161",12105599-76005608
172.24.206.134,14,1,"3159,148-161",12105600-76005609
172.24.206.134,14,2,"3159,148-161",12105600-76005610
172.24.206.134,14,3,"3159,148-161",12105600-76005611
172.24.206.134,14,4,"3159,148-161",12105600-76005612
172.24.206.134,14,5,"3159,148-161",12105600-76005613
172.24.206.134,14,6,"3159,148-161",12105600-76005614
172.24.206.134,14,7,"3159,148-161",12105600-76005615
172.24.206.134,14,8,"3159,148-161",12105600-76005616
172.24.206.134,14,9,"3159,148-161",394203420-1479225664
172.24.206.134,14,10,"3159,148-161",394203420-1478787106
172.24.206.134,14,11,"3159,148-161",394203420-1479225665
172.24.206.134,14,12,"3159,148-161",394203420-1478787107
172.24.206.134,14,13,"3159,148-161",394203420-1479225666
172.24.206.134,14,14,"3159,148-161",394203420-1478787108
172.24.206.134,14,15,"3159,148-161",394203420-1479225667
172.24.206.134,14,16,"3159,148-161",394203420-1478787109
172.24.206.134,15,1,"3159,148-161",12105601-76005617
172.24.206.134,15,2,"3159,148-161",12105601-76005618
172.24.206.134,15,3,"3159,148-161",12105601-76005619
172.24.206.134,15,4,"3159,148-161",12105601-76005620
172.24.206.134,15,5,"3159,148-161",12105601-76005621
172.24.206.134,15,6,"3159,148-161",12105601-76005622
172.24.206.134,15,7,"3159,148-161",12105601-76005623
172.24.206.134,15,8,"3159,148-161",12105601-76005624
172.24.206.134,16,1,"3159,148-161",12105602-76005625
172.24.206.134,16,2,"3159,148-161",12105602-76005626
172.24.206.134,16,3,"3159,148-161",12105602-76005627
172.24.206.134,16,4,"3159,148-161",12105602-76005628
172.24.206.134,16,5,"3159,148-161",12105602-76005629
172.24.206.134,16,6,"3159,148-161",12105602-76005630
172.24.206.134,16,7,"3159,148-161",12105602-76005631
172.24.206.134,16,8,"3159,148-161",12105602-76005632
172.24.206.134,13,1,"3159,148-161",426828341-1502679342
172.24.206.134,13,2,"3159,148-161",426828341-1503012976
172.24.206.134,13,3,"3159,148-161",426828341-1502679343
172.24.206.134,13,4,"3159,148-161",426828341-1503012977
172.24.206.134,13,5,"3159,148-161",426828341-1502679344
172.24.206.134,13,6,"3159,148-161",426828341-1503012978
172.24.206.134,13,7,"3159,148-161",426828341-1502679345
172.24.206.134,13,8,"3159,148-161",426828341-1503012979
172.24.206.134,13,9,"3159,148-161",426828341-1502679346
172.24.206.134,13,10,"3159,148-161",426828341-1503012980
172.24.206.134,13,11,"3159,148-161",426828341-1502679347
172.24.206.134,13,12,"3159,148-161",426828341-1503012981
172.24.206.134,13,13,"3159,148-161",426828341-1502679348
172.24.206.134,13,14,"3159,148-161",426828341-1503012982
172.24.206.134,13,15,"3159,148-161",426828341-1502679349
172.24.206.134,13,16,"3159,148-161",426828341-1503012983
172.28.113.100,2,1,"2952, 502",111903280-454618128
172.28.113.100,2,2,"2952, 502",111903280-454618129
172.28.113.100,2,3,"2952, 502",111903280-454618130
172.28.113.100,2,4,"2952, 502",111903280-454618131
172.28.113.100,2,5,"2952, 502",111903280-454618132
172.28.113.100,2,6,"2952, 502",111903280-454618133
172.28.113.100,2,7,"2952, 502",111903280-454618134
172.28.113.100,2,8,"2952, 502",111903280-454618135
172.28.113.100,2,9,"2952, 502",111903280-454618136
172.28.113.100,2,10,"2952, 502",111903280-454618137
172.28.113.100,2,11,"2952, 502",111903280-454618138
172.28.113.100,2,12,"2952, 502",111903280-454618139
172.28.113.100,2,13,"2952, 502",111903280-454618140
172.28.113.100,2,14,"2952, 502",111903280-454618141
172.28.113.100,2,15,"2952, 502",111903280-454618142
172.28.113.100,2,16,"2952, 502",111903280-454618143
172.28.113.100,12,1,"2952, 502",636528369-2162963239
172.28.113.100,12,2,"2952, 502",636528369-2162978507
172.28.113.100,12,3,"2952, 502",636528369-2162963240
172.28.113.100,12,4,"2952, 502",636528369-2162978508
172.28.113.100,12,5,"2952, 502",636528369-2162963241
172.28.113.100,12,6,"2952, 502",636528369-2162978509
172.28.113.100,12,7,"2952, 502",636528369-2162963242
172.28.113.100,12,8,"2952, 502",636528369-2162978510
172.28.113.100,12,9,"2952, 502",636528369-2162963243
172.28.113.100,12,10,"2952, 502",636528369-2162978511
172.28.113.100,12,11,"2952, 502",636528369-2162963244
172.28.113.100,12,12,"2952, 502",636528369-2162978512
172.28.113.100,12,13,"2952, 502",636528369-2162978513
172.28.113.100,12,14,"2952, 502",636528369-2162963245
172.28.113.100,12,15,"2952, 502",636528369-2162978514
172.28.113.100,12,16,"2952, 502",636528369-2162963246
172.24.206.236,2,1,"3100, 992",202653316-957768761
172.24.206.236,2,2,"3100, 992",202653316-957834414
172.24.206.236,2,3,"3100, 992",202653316-957768762
172.24.206.236,2,4,"3100, 992",202653316-957834415
172.24.206.236,2,5,"3100, 992",202653316-957768763
172.24.206.236,2,6,"3100, 992",202653316-957834416
172.24.206.236,2,7,"3100, 992",202653316-957768764
172.24.206.236,2,8,"3100, 992",202653316-957834417
172.24.206.236,3,1,"3100, 992",202578366-957834424
172.24.206.236,3,2,"3100, 992",202578366-957768771
172.24.206.236,3,3,"3100, 992",202578366-957834425
172.24.206.236,3,4,"3100, 992",202578366-957768772
172.24.206.236,3,5,"3100, 992",202578366-957834426
172.24.206.236,3,6,"3100, 992",202578366-957768773
172.24.206.236,3,7,"3100, 992",202578366-957834427
172.24.206.236,3,8,"3100, 992",202578366-957768774
172.24.206.236,3,9,"3100, 992",202578366-957834428
172.24.206.236,3,10,"3100, 992",202578366-957768775
172.24.206.236,3,11,"3100, 992",202578366-957834429
172.24.206.236,3,12,"3100, 992",202578366-957768776
172.24.206.236,3,13,"3100, 992",202578366-957834430
172.24.206.236,3,14,"3100, 992",202578366-957768777
172.24.206.236,3,15,"3100, 992",202578366-957834431
172.24.206.236,3,16,"3100, 992",202578366-957768778
172.24.206.236,2,1,"3100, 992",627078358-2156972634
172.24.206.236,2,2,"3100, 992",627078358-2156943517
172.24.206.236,2,3,"3100, 992",627078358-2156972635
172.24.206.236,2,4,"3100, 992",627078358-2156943518
172.24.206.236,2,5,"3100, 992",627078358-2156943519
172.24.206.236,2,6,"3100, 992",627078358-2156972636
172.24.206.236,2,7,"3100, 992",627078358-2156943520
172.24.206.236,2,8,"3100, 992",627078358-2156972637
172.24.206.236,2,9,"3100, 992",627078358-2156943521
172.24.206.236,2,10,"3100, 992",627078358-2156972638
172.24.206.236,2,11,"3100, 992",627078358-2156943522
172.24.206.236,2,12,"3100, 992",627078358-2156943523
172.24.206.236,2,13,"3100, 992",627078358-2156972639
172.24.206.236,2,14,"3100, 992",627078358-2156943524
172.24.206.236,2,15,"3100, 992",627078358-2156972640
172.24.206.236,2,16,"3100, 992",627078358-2156943525
172.24.206.236,7,1,"3100, 992",691053460-2214022187
172.24.206.236,7,2,"3100, 992",691053460-2213523830
172.24.206.236,7,3,"3100, 992",691053460-2214022188
172.24.206.236,7,4,"3100, 992",691053460-2213523831
172.24.206.236,7,5,"3100, 992",691053460-2214022189
172.24.206.236,7,6,"3100, 992",691053460-2213523832
172.24.206.236,7,7,"3100, 992",691053460-2214022190
172.24.206.236,7,8,"3100, 992",691053460-2213523833
172.24.206.236,7,9,"3100, 992",691053460-2214022191
